sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_insol,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,hostname,label
1.0,0.0,0.547674,,,,,,,0.0,4926.69,0.786265,0.81,0.0285,4.55541,478.589,14.864,12.428,14.4664,EPIC 212069706,0
1.0,0.0,1.743013,,,,,,,0.0,7935.6,2.95299,1.9,-0.28,3.7763,3310.66,13.921,12.946,13.637,EPIC 212071939,0
1.0,0.0,0.55082,,,,,,,0.0,,,,,,,16.18,13.413,15.8552,EPIC 212075294,0
1.0,0.0,1.153456,,,,,,,0.0,5378.01,2.96865,,-0.598,,2293.47,14.993,12.845,14.5646,EPIC 212075842,0
1.0,0.0,3.797473,,,,,,,0.0,5024.68,0.785698,0.84,-0.3736,4.57184,573.461,14.994,12.623,14.7551,EPIC 212082682,0
1.0,0.0,0.518748,,,,,,,0.0,6490.0,1.31192,1.33,,4.32611,428.79,11.949,10.585,11.7952,EPIC 212083250,0
1.0,0.0,0.518754,,,,,,,0.0,5514.41,0.878754,0.968,-0.281,4.53621,204.192,12.155,10.23,11.7836,EPIC 212083455,0
1.0,0.0,0.98972,,,,,,,0.0,5424.29,1.13922,0.94,0.1621,4.29798,689.484,14.228,12.097,13.969,EPIC 212085654,0
1.0,0.0,4.845561,,,,,,,0.0,5723.1,1.15426,1.02,-0.178,4.32206,692.795,13.981,12.171,13.702,EPIC 212085740,0
1.0,0.0,0.643142,,,,,,,0.0,5412.54,1.05452,0.94,0.162,4.36509,780.54,14.943,12.46,14.4661,EPIC 212086717,0
1.0,0.0,1.991357,,,,,,,0.0,6118.76,1.26082,1.15,-0.1595,4.29746,521.625,12.777,11.366,12.5995,EPIC 212109233,0
1.0,0.0,16.709659,,,,,,,0.0,5018.76,1.09979,0.83,-0.257,4.27453,619.729,14.574,12.176,14.2154,EPIC 212110007,0
1.0,0.0,1.488249,,,,,,,0.0,4080.0,0.982781,0.638,,4.25797,372.01,14.982,11.713,14.6332,EPIC 212115388,0
1.0,0.0,0.610205,,,,,,,0.0,5470.83,1.18417,,-0.234,,206.923,12.342,10.295,12.0773,EPIC 212116340,0
1.0,0.0,1.07639,,,,,,,0.0,6523.0,1.6002,1.34,,4.15682,587.214,12.249,10.858,12.032,EPIC 212117087,0
1.0,0.0,1.023613,,,,,,,0.0,6658.58,2.97485,1.4,0.194,3.63727,1223.87,12.267,11.044,12.1703,EPIC 212154158,0
1.0,0.0,5.173531,,,,,,,0.0,5188.24,1.14689,0.88,-0.1769,4.2635,509.353,13.806,11.526,13.5264,EPIC 212163353,0
1.0,0.0,5.489456,,,,,,,0.0,5151.0,3.27338,,,,1869.17,14.371,11.894,14.1039,EPIC 212171851,0
1.0,0.0,0.699705,,,,,,,0.0,6804.44,2.09781,1.46,-0.0707,3.95889,1531.04,13.34,12.27,13.3519,EPIC 212175087,0
1.0,0.0,0.555317,,,,,,,0.0,5295.0,1.07851,0.91,,4.33146,1347.23,15.903,13.728,15.6827,EPIC 212181307,0
1.0,0.0,0.569192,,,,,,,0.0,6510.0,1.51974,1.34,,4.20163,1683.08,14.768,13.407,14.4458,EPIC 212181460,0
1.0,0.0,0.751394,,,,,,,0.0,5480.0,1.27317,0.96,,4.21057,1295.54,15.421,13.335,15.0404,EPIC 212182233,0
1.0,0.0,9.148701,,,,,,,0.0,6072.0,1.8215,1.13,,3.97029,599.545,12.246,10.803,12.128,EPIC 212207194,0
1.0,0.0,2.724469,,,,,,,0.0,6707.0,1.60222,1.42,,4.18091,2967.26,15.639,14.182,15.4373,EPIC 212208163,0
1.0,0.0,12.886147,,,,,,,0.0,5033.0,0.805017,0.84,,4.55074,278.166,13.375,11.196,13.1188,EPIC 212210390,0
1.0,0.0,0.723102,,,,,,,0.0,5897.77,1.19162,1.07,0.036,4.31518,700.399,13.478,11.898,13.4893,EPIC 212214592,0
1.0,0.0,0.526018,,,,,,,0.0,3614.0,0.671247,0.642823,,4.59239,265.78,14.09,11.807,15.258,EPIC 212221986,0
1.0,0.0,0.793048,,,,,,,0.0,5459.0,1.76335,0.95,,3.92312,888.636,13.723,11.814,13.5606,EPIC 212225413,0
1.0,0.0,0.594392,,,,,,,0.0,5552.0,,,,,913.25,15.331,13.595,15.3063,EPIC 212225806,0
1.0,0.0,1.160308,,,,,,,0.0,4331.0,0.883616,0.677,,4.37613,228.349,14.001,10.76,13.3883,EPIC 212225986,0
1.0,0.0,0.59812,,,,,,,0.0,4142.0,0.935307,0.65,,4.30907,323.769,14.821,11.51,14.3479,EPIC 212228588,0
1.0,2.0,2.289363,,,1.48,,,1149.0,0.0,5171.0,0.8,0.83,-0.03,4.55,418.395,14.611,12.186,14.1864,EPIC 212297394,1
1.0,2.0,5.213965,,,2.27,,,866.0,0.0,5171.0,0.8,0.83,-0.03,4.55,418.395,14.611,12.186,14.1864,EPIC 212297394,1
1.0,1.0,18.0983,,,2.17,,,,0.0,,,1.106,,,611.804,13.441,11.775,13.2026,EPIC 212424622,1
1.0,1.0,34.885,,,1.6,,,,0.0,,,0.912,,,283.29,13.672,11.366,13.3118,EPIC 212499991,1
1.0,0.0,2.58148,,,5.38,,,,0.0,4076.0,0.757718,0.64,,4.48523,291.948,15.138,11.868,14.6831,EPIC 212572452,0
1.0,2.0,15.28078,,,1.26,,,756.0,0.0,6004.0,0.98,0.99,-0.18,4.45,320.07,12.488,10.857,12.2038,EPIC 212587672,1
1.0,2.0,23.228555,,,2.32,,,658.0,0.0,6004.0,0.98,0.99,-0.18,4.45,320.07,12.488,10.857,12.2038,EPIC 212587672,1
1.0,2.0,0.578657,,,1.2,,,,0.0,5765.0,0.93,,-0.39,4.4,561.929,13.976,12.292,13.8326,EPIC 212624936,1
1.0,2.0,11.811437,,,2.3,,,,0.0,5765.0,0.93,,-0.39,4.4,561.929,13.976,12.292,13.8326,EPIC 212624936,1
1.0,0.0,4.352428,,,16.6,,,,0.0,,0.67,,,,212.88,13.907,10.743,13.4726,EPIC 212628098,0
1.0,0.0,1.83473,,,29.93,,,,0.0,4385.0,0.826606,0.69,,4.44232,468.892,15.401,12.338,15.029,EPIC 212679798,0
1.0,2.0,13.603,0.098,0.2,2.586,,,536.0,0.0,4684.0,0.673,0.69,-0.137,4.622,336.25,14.81,12.16,14.4776,EPIC 212737443,1
1.0,2.0,65.55,0.28,0.2,2.69,,,316.0,0.0,4684.0,0.673,0.69,-0.137,4.622,336.25,14.81,12.16,14.4776,EPIC 212737443,1
1.0,0.0,4.681743,,,5.4,,,,0.0,,0.25,,,,122.41,16.6767,11.701,15.4503,EPIC 212773272,0
1.0,0.0,4.68199,,,48.33,,,,0.0,4636.0,0.895684,0.736,,4.40064,120.644,11.727,9.114,11.5279,EPIC 212773309,0
1.0,0.0,1.117027,,,16.9,,,,0.0,,0.27,,,,164.337,16.76,11.735,15.2668,EPIC 213951550,0
1.0,0.0,4.7535,0.0559,,1.5147,,594.594,,0.0,5986.0,1.27,0.982,0.03,4.222,522.655,12.782,11.325,12.5978,EPIC 220356827,0
1.0,0.0,7.3274,0.076,,2.1225,,104.428,,0.0,5197.0,0.96,1.365,0.108,4.609,538.349,14.408,12.17,14.274,EPIC 220471100,0
1.0,1.0,0.762406,,,0.99,,,,0.0,5620.0,0.89,,0.28,4.5,624.512,13.991,12.168,13.7756,EPIC 220492298,1
1.0,2.0,0.70531,,,1.6,,,,0.0,5499.0,1.0,,-0.23,4.5,496.289,14.21,12.002,13.8183,K2-282,1
1.0,2.0,0.5713127,0.01314,0.0,1.676,7.8,4656.0,2299.0,0.0,5578.0,0.99,0.913,-0.005,4.408,244.59,12.101,10.344,11.9535,EPIC 220674823,1
1.0,2.0,13.33989,0.1073,0.17,2.84,7.32,70.0,804.0,0.0,5578.0,0.99,0.913,-0.005,4.408,244.59,12.101,10.344,11.9535,EPIC 220674823,1
1.0,0.0,0.872893,,,,,,,0.0,,,,,,520.768,20.246,,20.2223,EPIC 228682364,0
1.0,0.0,16.77217,,,19.29,,,1173.0,0.0,4898.0,3.88053,,,,570.606,11.878,9.384,11.4963,EPIC 228729473,0
1.0,1.0,0.728113,,,1.1,,,,0.0,3782.0,0.32,,-0.18,5.0,150.124,16.77,12.02,15.4185,EPIC 228836835,1
1.0,1.0,16.141132,0.1237,0.23,2.332,10.4,69.7,804.0,0.0,5868.0,0.999,0.97,-0.12,,121.971,10.23,8.725,10.0494,EPIC 229004835,1
1.0,0.0,10.7228,0.0879,,1.2998,,175.686,,0.0,5909.0,1.114,0.883,-0.147,4.287,279.088,11.374,10.177,11.5016,EPIC 246022853,0
1.0,0.0,2.0507,0.0258,,0.4064,,232.818,,0.0,4514.0,0.645,0.769,-0.368,4.703,83.9705,11.929,9.194,11.4623,EPIC 246048459,0
1.0,0.0,0.8768,0.0034,,8.4683,,4001.692,,0.0,3734.0,0.515,0.512,-0.101,4.724,118.9255,14.285,10.162,13.524,EPIC 246163416,0
2.0,1.0,6.180235,0.07229,,11.780659,953.49,642.0,1401.0,0.0,6202.0,1.586,1.317,0.141,4.157,372.632,11.237,9.893,11.2549,EPIC 246851721,1
1.0,1.0,3650.0,4.5,0.0,12.44199,4131.79,0.19,183.0,0.0,4898.0,2.7,0.9,-0.23,3.52,551.886,12.353,10.148,12.1722,EPIC 248847494,1
1.0,3.0,3.5951,0.047,0.06,1.95,8.75,1037.0,1616.0,0.0,5430.0,1.71,1.05,0.2,3.99,321.296,11.429,9.714,11.4019,EPIC 249893012,1
1.0,3.0,15.624,0.13,0.07,3.67,14.67,160.0,990.0,0.0,5430.0,1.71,1.05,0.2,3.99,321.296,11.429,9.714,11.4019,EPIC 249893012,1
1.0,3.0,35.747,0.22,0.15,3.94,10.18,53.0,752.0,0.0,5430.0,1.71,1.05,0.2,3.99,321.296,11.429,9.714,11.4019,EPIC 249893012,1
1.0,0.0,3.287912,,,,,,,0.0,5137.0,1.01769,0.87,,4.36236,594.128,14.538,12.2,14.1832,EPIC 251281013,0
1.0,0.0,0.505602,,,,,,,0.0,4830.0,0.907577,0.78,,4.4144,831.761,15.541,13.224,15.5199,EPIC 251286992,0
1.0,0.0,1.288312,,,,,,,0.0,3412.0,0.57612,0.568153,,4.67151,268.067,17.23,12.337,15.9032,EPIC 251292508,0
1.0,0.0,0.598197,,,,,,,0.0,5132.0,1.2496,0.87,,4.18405,1100.91,15.499,13.118,15.084,EPIC 251307609,0
1.0,0.0,2.804246,,,,,,,0.0,5938.45,2.42516,1.08,-0.408,3.70201,723.966,12.161,10.673,11.9946,EPIC 251308775,0
1.0,0.0,0.691617,,,,,,,0.0,5285.0,1.74944,0.91,,3.91131,1319.97,14.942,12.632,14.574,EPIC 251314585,0
1.0,0.0,0.540527,,,,,,,0.0,5187.17,1.03596,0.88,-0.1545,4.35186,480.202,13.957,11.887,13.6004,EPIC 251315031,0
1.0,0.0,11.349445,,,,,,,0.0,6002.0,1.6958,1.11,,4.02464,440.558,11.807,10.24,11.6485,EPIC 251327548,0
1.0,0.0,5.998652,,,,,,,0.0,4930.0,2.66723,,,,355.433,11.366,9.084,11.2,EPIC 251330444,0
1.0,0.0,2.883162,,,,,,,0.0,6100.45,1.21341,1.15,-0.082,4.33075,485.65,12.633,11.235,12.4955,EPIC 251345848,0
1.0,0.0,0.545251,,,,,,,0.0,6074.26,1.23632,1.14,-0.556,4.31071,2369.79,15.963,14.717,15.9273,EPIC 251345849,0
1.0,0.0,0.493967,,,,,,,0.0,7437.0,1.9409,1.7,,4.09251,1011.15,12.434,11.542,12.2809,EPIC 251347050,0
1.0,0.0,0.504475,,,,,,,0.0,6963.0,1.35063,1.53,,4.36169,1706.89,14.477,13.601,14.4359,EPIC 251353301,0
1.0,0.0,0.781949,,,,,,,0.0,5480.9,1.58567,0.96,-0.106,4.01992,1230.58,14.72,12.712,14.5094,EPIC 251356484,0
1.0,0.0,5.21459,,,,,,,0.0,5457.16,0.996212,0.95,-0.445,4.41909,764.784,14.813,12.644,14.4674,EPIC 251356953,0
1.0,0.0,1.332797,,,,,,,0.0,6519.0,1.06188,1.34,,4.51302,2522.29,16.274,14.98,16.0954,EPIC 251383916,0
1.0,0.0,0.592255,,,,,,,0.0,5660.49,1.04814,1.01,-0.201,4.40155,539.859,13.569,11.656,13.3864,EPIC 251390801,0
1.0,0.0,8.07181,,,,,,,0.0,5709.51,1.24106,1.018,-0.1157,4.25823,235.631,11.291,9.709,11.1626,EPIC 251393748,0
1.0,0.0,0.678473,,,,,,,0.0,5744.27,1.5871,1.03,-0.279,4.0497,1862.01,15.25,13.693,15.1204,EPIC 251393916,0
1.0,0.0,26.286249,,,,,,,0.0,5980.95,1.31469,1.1,-0.3396,4.24181,355.016,11.923,10.295,11.7253,EPIC 251394139,0
1.0,0.0,0.660085,,,,,,,0.0,4401.0,1.16067,0.69,,4.1475,1066.95,16.363,13.418,16.0793,EPIC 251404897,0
1.0,0.0,3.37433,,,,,,,0.0,4708.0,3.77637,,,,1829.54,14.565,11.987,14.2673,EPIC 251411166,0
1.0,0.0,9.485826,,,,,,,0.0,,,,,,,,,,EPIC 251809286,0
1.0,0.0,7.220585,,,,,,,0.0,,,,,,,,,,EPIC 251809628,0
1.0,1.0,5.7459982,0.0418,0.0,1.9,4.0,6.27,440.6,0.0,3395.0,0.3026,0.2952,-0.07,4.84,27.9276,13.821,9.19,12.7331,G 9-40,1
1.0,3.0,1.208974,0.0189,,1.44,4.28,,1035.01,0.0,4236.0,0.58,0.62,-0.29,4.719,29.661,10.37,7.193,9.83773,GJ 9827,1
1.0,3.0,3.648103,0.0395,,1.13,1.86,,715.94,0.0,4236.0,0.58,0.62,-0.29,4.719,29.661,10.37,7.193,9.83773,GJ 9827,1
1.0,3.0,6.20183,0.053,,1.98,3.02,34.9,675.0,0.0,4236.0,0.58,0.62,-0.29,4.7,29.661,10.37,7.193,9.83773,GJ 9827,1
1.0,1.0,3.799847,0.04117,0.074,10.581296,241.5508,,818.0,0.0,4390.0,0.617,0.645,-0.127,4.667,143.651,13.398,10.326,13.0172,HAT-P-54,1
1.0,1.0,2.79083,,,16.92559,734.1873,,,0.0,6566.0,1.47,1.42,0.0,3.39,320.639,10.92,9.83,10.8245,HAT-P-56,1
1.0,1.0,3.619188,0.0507,,18.03,,,1596.0,0.0,6563.0,1.54,1.33,0.03,4.19,944.603,14.06,12.243,13.8333,HATS-11,1
1.0,1.0,3.142702,0.0441,,7.76,,,1446.0,0.0,6357.0,1.17,1.16,-0.1,4.36,746.138,12.831,11.391,12.6766,HATS-12,1
1.0,1.0,4.175186,0.0523,,12.92,,,1203.0,0.0,5950.0,1.1,1.1,0.15,4.4,856.436,14.364,12.809,14.233,HATS-36,1
1.0,1.0,1.915291,0.0312,,13.85,,,1746.0,0.0,5599.0,1.56,1.1,0.38,4.1,638.7,13.256,11.479,13.0983,HATS-9,1
1.0,2.0,9.55237,0.0907,0.093,2.44,12.6,,1153.0,0.0,6327.0,1.296,1.091,-0.311,4.252,109.353,8.951,7.853,8.88841,HD 106315,1
1.0,2.0,21.05704,0.1536,0.22,4.35,15.2,,886.0,1.0,6327.0,1.296,1.091,-0.311,4.252,109.353,8.951,7.853,8.88841,HD 106315,1
1.0,2.0,1.62116,0.02732,0.0,1.31,4.04,,2130.0,0.0,5799.0,1.59,1.04,-0.03,4.05,155.317,9.899,8.244,9.77168,HD 137496,1
1.0,2.0,479.9,1.2163,0.477,,2434.56559762,,370.0,0.0,5799.0,1.59,1.04,-0.03,4.05,155.317,9.899,8.244,9.77168,HD 137496,1
1.0,3.0,10.6413,0.0952,0.06,0.91,4.1,,968.0,0.0,5784.0,1.147,1.013,0.05,4.32,105.48,9.715,8.145001,9.52137,HD 224018,1
1.0,3.0,36.57669,0.217,0.02,2.42,10.4,,641.0,0.0,5784.0,1.147,1.013,0.05,4.32,105.48,9.715,8.145001,9.52137,HD 224018,1
1.0,3.0,138.0731,0.53,0.04,2.4,4.2,,411.0,0.0,5784.0,1.147,1.013,0.05,4.32,105.48,9.715,8.145001,9.52137,HD 224018,1
1.0,4.0,0.959641,0.01796,0.0,1.67,4.97,1650.0,1774.0,0.0,5261.0,0.88,0.837,0.04,,47.2899,8.97,7.066,8.76221,HD 3167,1
1.0,4.0,29.8454,0.1776,0.06,3.0,11.13,16.9,564.0,0.0,5261.0,0.88,0.837,0.04,,47.2899,8.97,7.066,8.76221,HD 3167,1
1.0,4.0,8.4112,0.0763,0.12,,4.33,,,0.0,5261.0,0.88,0.837,0.04,,47.2899,8.97,7.066,8.76221,HD 3167,1
1.0,4.0,96.63,0.3885,0.15,,8.41,,,0.0,5261.0,0.88,0.837,0.04,,47.2899,8.97,7.066,8.76221,HD 3167,1
1.0,3.0,15.611,0.131,0.03,2.884,10.48,,911.0,0.0,6252.6,1.22,1.2,0.143,4.372,35.26,6.89351,5.567,6.7468,HD 73344,1
1.0,2.0,0.719573,0.01661,0.0,1.613,5.72,6130.0,2463.0,0.0,5959.0,1.22,1.18,0.255,,109.86,9.452,8.018,9.30733,HD 80653,1
1.0,1.0,11.8143,0.1066,0.22,7.39794,34.9613,,1089.0,0.0,5576.0,1.747,1.157,0.421,4.016,132.345,9.38,7.721,9.21702,HD 89345,1
2.0,1.0,9.1004157,0.0792,0.215,2.469,9.7,51.2858,753.2,0.0,5048.0,0.758,0.8,0.0,4.582,62.4491,10.19,8.029,9.93208,HIP 116454,1
1.0,6.0,15.57208,,,2.595,6.89,140.0,959.0,0.0,6320.0,1.273,1.16,-0.1,4.294,106.289,8.93,7.722,8.80998,HIP 41378,1
1.0,6.0,31.70603,,,2.727,4.4,54.0,757.0,1.0,6320.0,1.273,1.16,-0.1,4.294,106.289,8.93,7.722,8.80998,HIP 41378,1
1.0,6.0,278.3618,,,3.54,4.6,3.01,367.0,0.0,6320.0,1.273,1.16,-0.1,4.294,106.289,8.93,7.722,8.80998,HIP 41378,1
1.0,6.0,369.0,,,4.92,12.0,2.1,335.0,0.0,6320.0,1.273,1.16,-0.1,4.294,106.289,8.93,7.722,8.80998,HIP 41378,1
1.0,6.0,542.07975,,,9.2,12.0,1.24,294.0,0.0,6320.0,1.273,1.16,-0.1,4.294,106.289,8.93,7.722,8.80998,HIP 41378,1
1.0,1.0,19.30553,,,3.773,25.2,42.1,649.0,0.0,5533.0,0.956,0.88,-0.07,4.47,272.36,12.429,10.645,12.2156,K2-10,1
1.0,1.0,1.6739035,0.0301,0.0,3.88,21.8,1915.0,1841.0,0.0,5945.0,1.24,1.15,0.22,4.33,188.959,10.651,9.182,10.4053,K2-100,1
1.0,1.0,14.6762429,0.1124,,2.0,,,618.0,0.0,4927.0,0.76,0.82,0.07,4.59,188.33,12.892,10.536,12.6619,K2-101,1
1.0,1.0,9.915615,,0.1,1.3,,,,0.0,4695.0,0.71,0.77,0.14,,188.175,13.083,10.64,12.8466,K2-102,1
1.0,1.0,1.9741954,0.0242,,1.79,,,798.0,0.0,3712.0,0.48,0.51,0.18,4.78,189.289,15.989,12.014,15.3955,K2-104,1
1.0,1.0,8.26726,,,3.4,15.4,100.0,805.0,0.0,5373.0,0.905,0.94,0.22,4.45,197.989,11.752,10.091,11.7124,K2-105,1
1.0,1.0,3.313959,0.0475,,15.98,,,1649.0,0.0,6061.0,1.81,1.3,0.14,4.04,685.2,13.012,11.21,12.7669,K2-107,1
1.0,1.0,4.733999,0.0581,,5.33,,,1360.0,0.0,5599.0,1.76,1.17,0.36,4.02,477.295,12.339,10.561,12.1704,K2-108,1
1.0,1.0,39.93767,0.2257,,7.55,,,734.0,0.0,5433.0,5.15,1.35,-0.12,,329.309,13.409,11.347,13.1501,K2-11,1
1.0,1.0,13.86375,0.10207,0.13,2.592,15.9,27.7,638.0,0.0,5010.0,0.713,0.738,-0.34,,116.474,11.985,9.607,11.6627,K2-110,1
1.0,2.0,5.3518,0.0565,0.1,1.82,5.58,490.0,1309.0,0.0,5775.0,1.25,0.84,-0.46,,200.394,11.13,9.377,10.9294,K2-111,1
1.0,2.0,15.6805,0.11569,0.071,,11.08,,,0.0,5775.0,1.25,0.84,-0.46,,200.394,11.13,9.377,10.9294,K2-111,1
1.0,1.0,5.817685,0.0642,,12.14,,,1098.0,0.0,5660.0,1.24,1.04,0.27,4.27,635.722,13.744,11.949,13.5039,K2-113,1
1.0,1.0,11.390931,0.0944,0.079,10.59248676,638.83509807,,701.4,0.0,4899.0,0.832,0.863,0.42,4.534,475.758,14.55,12.304,14.2751,K2-114,1
1.0,1.0,20.2729914,0.1415,0.063,11.80305668,321.00669107,,696.0,0.0,5870.0,0.855,0.918,-0.198,4.538,413.591,13.444,11.724,13.2,K2-115,1
1.0,1.0,4.655411,0.048,0.06,0.69,,78.6,,0.0,4348.35,0.6694,0.694512,,,49.3855,10.8,7.875,10.3281,K2-116,1
1.0,2.0,1.2916,0.0189,,2.03,,,868.0,0.0,3778.0,0.51,0.54,-0.05,4.75,101.632,14.639,10.589,13.8012,K2-117,1
1.0,2.0,5.444017,0.0492,,2.06,,,537.0,0.0,3778.0,0.51,0.54,-0.05,4.75,101.632,14.639,10.589,13.8012,K2-117,1
1.0,1.0,50.92092,0.245,0.2,2.54,,4.3,,0.0,4726.29,0.734626,0.756446,,,321.722,14.0,11.654,13.7484,K2-118,1
1.0,1.0,7.727283,0.0698,,2.53,,,666.0,0.0,4740.0,0.71,0.76,-0.05,4.62,365.581,14.818,12.174,14.5103,K2-119,1
1.0,1.0,8.28246,0.0792,0.5,2.44,5.2,185.0,1026.0,0.0,5672.0,1.117,0.965,0.0,,326.381,12.38,10.605,12.0884,K2-12,1
1.0,1.0,5.185738,,,7.16,51.0,62.5,716.0,0.0,4526.0,0.675,0.71,0.04,4.63,169.398,13.229,10.616,12.9247,K2-121,1
2.0,1.0,2.2193023,0.0373,,1.16,,,769.0,0.0,4009.0,0.59,0.63,0.32,4.69,72.0444,13.105,9.275,12.3708,K2-122,1
1.0,1.0,30.951524,0.1649,,2.76,,,338.0,0.0,4035.0,0.59,0.62,0.03,4.69,161.555,14.781,11.055,14.0916,K2-123,1
1.0,1.0,6.413651,0.049,,2.9,,,442.0,0.0,3570.0,0.388,0.39,0.023,4.858,140.385,16.692,11.975,15.4618,K2-124,1
1.0,1.0,21.750264,0.121,0.08,2.18,,2.0,,0.0,3654.47,0.402049,0.494727,,,124.156,16.4,11.802,15.1508,K2-125,1
1.0,1.0,7.385655,0.0656,,1.97,,,601.0,0.0,4339.0,0.65,0.69,0.02,4.66,102.953,12.759,9.712,12.4013,K2-126,1
1.0,1.0,3.588163,0.0411,,8.37,,,809.0,0.0,4575.0,0.66,0.72,-0.11,4.65,709.999,15.041,12.793,14.7871,K2-127,1
1.0,1.0,5.675819,0.056,0.23,1.42,,68.8,,0.0,4469.51,0.777569,0.711248,,,114.637,12.58,9.815,12.2204,K2-128,1
1.0,1.0,8.239493,0.057,0.13,1.04,,4.5,,0.0,3459.09,0.36001,0.360031,,,27.7957,13.639,8.852,12.4624,K2-129,1
1.0,1.0,39.91488,0.2114,,1.89,,,511.0,0.0,5698.0,0.78,0.8,-0.54,,342.394,12.882,11.169,12.739,K2-13,1
1.0,1.0,2.49412,0.032,0.17,1.25,,136.4,,0.0,4356.47,0.744261,0.69563,,,118.011,12.676,9.858,12.3253,K2-130,1
1.0,1.0,0.3693038,0.00936,0.0,1.69,7.9,4070.0,2223.0,0.0,5120.0,0.7595,0.803,-0.04,,152.509,12.129,10.051,11.8999,K2-131,1
1.0,1.0,9.1751,,,14.5717,155.7367,,,0.0,4840.0,3.85,1.08,-0.01,3.297,609.818,12.071,9.54,11.64,K2-132,1
1.0,4.0,3.07133,0.03194,,1.34,,,,0.0,3655.0,0.455,0.461,,,75.1703,14.073,10.279,13.3245,K2-133,1
1.0,4.0,4.86784,0.04341,,1.603,,,,0.0,3655.0,0.455,0.461,,,75.1703,14.073,10.279,13.3245,K2-133,1
1.0,4.0,11.02454,0.07487,,2.003,,,,0.0,3655.0,0.455,0.461,,,75.1703,14.073,10.279,13.3245,K2-133,1
1.0,4.0,26.5841,0.1346,,1.73,,1.8,296.0,0.0,3655.0,0.455,0.461,,,75.1703,14.073,10.279,13.3245,K2-133,1
2.0,3.0,7.9752,0.0707,0.14,1.014,4.3,33.5,610.0,0.0,4500.0,0.677,0.742,-0.02,4.68,59.2474,11.101,8.368,10.8545,K2-136,1
2.0,3.0,17.30713,0.1185,0.047,3.0,18.1,11.91,470.0,0.0,4500.0,0.677,0.742,-0.02,4.68,59.2474,11.101,8.368,10.8545,K2-136,1
2.0,3.0,25.575,0.1538,0.071,1.565,3.0,7.07,420.0,0.0,4500.0,0.677,0.742,-0.02,4.68,59.2474,11.101,8.368,10.8545,K2-136,1
1.0,1.0,0.179719,,,0.64,,,,0.0,3697.0,0.29,,-0.059,5.0,98.8765,15.94,10.882,14.4345,K2-137,1
1.0,6.0,2.35309,0.03385,0.048,1.51,3.1,,,0.0,5356.3,0.863,0.935,0.14,4.54,202.585,12.246,10.305,12.0252,K2-138,1
1.0,6.0,3.56004,0.04461,0.045,2.299,6.31,,,0.0,5356.3,0.863,0.935,0.14,4.54,202.585,12.246,10.305,12.0252,K2-138,1
1.0,6.0,5.40479,0.05893,0.043,2.39,7.92,,,0.0,5356.3,0.863,0.935,0.14,4.54,202.585,12.246,10.305,12.0252,K2-138,1
1.0,6.0,8.26146,0.0782,0.077,3.39,12.97,,,0.0,5356.3,0.863,0.935,0.14,4.54,202.585,12.246,10.305,12.0252,K2-138,1
1.0,6.0,12.75758,0.10447,0.062,2.904,1.63,,,0.0,5356.3,0.863,0.935,0.14,4.54,202.585,12.246,10.305,12.0252,K2-138,1
1.0,6.0,41.96797,0.23109,0.059,3.013,4.32,,,0.0,5356.3,0.863,0.935,0.14,4.54,202.585,12.246,10.305,12.0252,K2-138,1
1.0,1.0,28.380619,0.1796,,9.11,,,524.0,0.0,5370.0,0.88,0.96,0.24,4.54,153.856,11.652,9.66,11.4626,K2-139,1
1.0,1.0,8.36802,0.0627,,4.81,,,488.0,0.0,3789.0,0.45,0.47,-0.37,,364.048,15.78,12.611,15.5348,K2-14,1
1.0,1.0,6.569188,0.068,0.0,13.56286665,295.58041851,204.0,962.0,0.0,5585.0,1.06,0.96,0.1,4.4,347.917,12.727,10.995,12.4814,K2-140,1
1.0,2.0,0.2803244,0.00747,0.0,1.51,4.97,3260.0,2103.0,0.0,4570.0,0.681,0.708,0.0,,61.8736,11.454,8.401,10.7217,K2-141,1
1.0,2.0,7.7485,0.0683,0.092,7.0,8.0,39.1,695.0,0.0,4570.0,0.681,0.708,0.0,,61.8736,11.454,8.401,10.7217,K2-141,1
1.0,2.0,2.6446,,0.129,2.05,5.77,,,1.0,3385.0,0.33,0.331,,,79.3002,16.7,11.37,14.9834,K2-146,1
1.0,2.0,4.00498,,0.075,2.19,7.49,,,1.0,3385.0,0.33,0.331,,,79.3002,16.7,11.37,14.9834,K2-146,1
1.0,1.0,0.961939,0.01575,0.38,1.47286006,,,1077.0,0.0,3690.0,0.578,0.563,-0.02,4.665,90.5494,14.044,9.997,13.1913,K2-147,1
2.0,3.0,4.38395,0.0454,,1.33,,48.8,,0.0,4079.0,0.632,0.65,-0.11,4.653,124.458,13.627,10.292,13.0599,K2-148,1
2.0,3.0,6.9226,0.0616,,1.73,,26.5,,0.0,4079.0,0.632,0.65,-0.11,4.653,124.458,13.627,10.292,13.0599,K2-148,1
2.0,3.0,9.7579,0.0774,,1.64,,16.8,,0.0,4079.0,0.632,0.65,-0.11,4.653,124.458,13.627,10.292,13.0599,K2-148,1
1.0,1.0,11.332,0.083,,1.64,,7.0,,0.0,3745.0,0.568,0.595,0.11,4.707,123.676,14.543,10.561,13.7795,K2-149,1
